Year,Economy,Economy Label,ShipType,ShipType Label,Dead weight tons in thousands,DWT_million
1980,0000,World,0,Total fleet,672192.465,672.192465
1980,0000,World,1,Oil tankers,337945.534,337.945534
1980,0000,World,2,Bulk carriers,181880.282,181.880282
1980,0000,World,3,General cargo,112840.897,112.840897
1980,0000,World,4,Container ships,10290.114,10.290113999999999
1980,0000,World,5,Other types of ships,29235.638,29.235637999999998
1980,5100,Africa,0,Total fleet,167909.445,167.909445
1980,5100,Africa,1,Oil tankers,108636.742,108.636742
1980,5100,Africa,2,Bulk carriers,46923.651,46.923651
1980,5100,Africa,3,General cargo,8241.719,8.241719
1980,5100,Africa,4,Container ships,664.709,0.664709
1980,5100,Africa,5,Other types of ships,3442.624,3.442624
1980,5110,Northern Africa,0,Total fleet,4950.346,4.950346
1980,5110,Northern Africa,1,Oil tankers,3161.677,3.161677
1980,5110,Northern Africa,2,Bulk carriers,260.628,0.26062799999999997
1980,5110,Northern Africa,3,General cargo,1044.468,1.0444680000000002
1980,5110,Northern Africa,5,Other types of ships,483.573,0.483573
1980,5120,Sub-Saharan Africa,0,Total fleet,162959.099,162.95909899999998
1980,5120,Sub-Saharan Africa,1,Oil tankers,105475.065,105.475065
1980,5120,Sub-Saharan Africa,2,Bulk carriers,46663.023,46.663023
1980,5120,Sub-Saharan Africa,3,General cargo,7197.251,7.1972510000000005
1980,5120,Sub-Saharan Africa,4,Container ships,664.709,0.664709
1980,5120,Sub-Saharan Africa,5,Other types of ships,2959.051,2.959051
1980,5121,Eastern Africa,0,Total fleet,404.87,0.40487
1980,5121,Eastern Africa,1,Oil tankers,62.299,0.062299
1980,5121,Eastern Africa,3,General cargo,321.893,0.321893
1980,5121,Eastern Africa,5,Other types of ships,20.678,0.020678000000000002
1980,5122,Middle Africa,0,Total fleet,536.68,0.5366799999999999
1980,5122,Middle Africa,1,Oil tankers,152.693,0.15269300000000002
1980,5122,Middle Africa,2,Bulk carriers,28.826,0.028826
1980,5122,Middle Africa,3,General cargo,322.042,0.322042
1980,5122,Middle Africa,5,Other types of ships,33.119,0.033119
1980,5123,Southern Africa,0,Total fleet,858.106,0.858106
1980,5123,Southern Africa,1,Oil tankers,62.554,0.062554
1980,5123,Southern Africa,2,Bulk carriers,285.003,0.285003
1980,5123,Southern Africa,3,General cargo,210.282,0.21028200000000002
1980,5123,Southern Africa,4,Container ships,239.991,0.239991
1980,5123,Southern Africa,5,Other types of ships,60.276,0.060276
1980,5124,Western Africa,0,Total fleet,161159.443,161.159443
1980,5124,Western Africa,1,Oil tankers,105197.519,105.197519
1980,5124,Western Africa,2,Bulk carriers,46349.194,46.349194000000004
1980,5124,Western Africa,3,General cargo,6343.034,6.343033999999999
1980,5124,Western Africa,4,Container ships,424.718,0.42471800000000004
1980,5124,Western Africa,5,Other types of ships,2844.978,2.8449780000000002
1980,5200,Americas,0,Total fleet,78121.08,78.12108
1980,5200,Americas,1,Oil tankers,34138.038,34.138038
1980,5200,Americas,2,Bulk carriers,15609.281,15.609281000000001
1980,5200,Americas,3,General cargo,21225.312,21.225312000000002
1980,5200,Americas,4,Container ships,2415.146,2.415146
1980,5200,Americas,5,Other types of ships,4733.303,4.733303
1980,5210,Northern America,0,Total fleet,25034.393,25.034393
1980,5210,Northern America,1,Oil tankers,15949.212,15.949212
1980,5210,Northern America,2,Bulk carriers,1845.76,1.84576
1980,5210,Northern America,3,General cargo,2980.978,2.980978
1980,5210,Northern America,4,Container ships,2041.162,2.041162
1980,5210,Northern America,5,Other types of ships,2217.281,2.217281
1980,5220,Latin America and the Caribbean,0,Total fleet,53086.687,53.086687
1980,5220,Latin America and the Caribbean,1,Oil tankers,18188.826,18.188826000000002
1980,5220,Latin America and the Caribbean,2,Bulk carriers,13763.521,13.763521
1980,5220,Latin America and the Caribbean,3,General cargo,18244.334,18.244334
1980,5220,Latin America and the Caribbean,4,Container ships,373.984,0.373984
1980,5220,Latin America and the Caribbean,5,Other types of ships,2516.022,2.516022
1980,5221,Caribbean,0,Total fleet,1696.877,1.696877
1980,5221,Caribbean,1,Oil tankers,246.63,0.24663
1980,5221,Caribbean,2,Bulk carriers,221.178,0.22117799999999999
1980,5221,Caribbean,3,General cargo,1042.717,1.0427170000000001
1980,5221,Caribbean,4,Container ships,5.476,0.005476
1980,5221,Caribbean,5,Other types of ships,180.876,0.180876
1980,5222,Central America,0,Total fleet,37465.094,37.465094
1980,5222,Central America,1,Oil tankers,13061.032,13.061031999999999
1980,5222,Central America,2,Bulk carriers,9554.494,9.554494
1980,5222,Central America,3,General cargo,12618.766,12.618765999999999
1980,5222,Central America,4,Container ships,366.765,0.366765
1980,5222,Central America,5,Other types of ships,1864.037,1.864037
1980,5223,South America,0,Total fleet,13924.716,13.924716
1980,5223,South America,1,Oil tankers,4881.164,4.881164
1980,5223,South America,2,Bulk carriers,3987.849,3.987849
1980,5223,South America,3,General cargo,4582.851,4.582851
1980,5223,South America,4,Container ships,1.743,0.0017430000000000002
1980,5223,South America,5,Other types of ships,471.109,0.471109
1980,5300,Asia,0,Total fleet,131468.276,131.468276
1980,5300,Asia,1,Oil tankers,55176.707,55.176707
1980,5300,Asia,2,Bulk carriers,38859.181,38.859181
1980,5300,Asia,3,General cargo,29794.825,29.794825
1980,5300,Asia,4,Container ships,2329.424,2.329424
1980,5300,Asia,5,Other types of ships,5308.139,5.308139
1980,5330,Eastern Asia,0,Total fleet,84444.335,84.44433500000001
1980,5330,Eastern Asia,1,Oil tankers,37391.098,37.391098
1980,5330,Eastern Asia,2,Bulk carriers,28109.347,28.109347000000003
1980,5330,Eastern Asia,3,General cargo,13369.337,13.369337
1980,5330,Eastern Asia,4,Container ships,1698.107,1.698107
1980,5330,Eastern Asia,5,Other types of ships,3876.446,3.876446
1980,5350,South-eastern Asia,0,Total fleet,18814.249,18.814249
1980,5350,South-eastern Asia,1,Oil tankers,6707.183,6.707183
1980,5350,South-eastern Asia,2,Bulk carriers,4509.404,4.509404000000001
1980,5350,South-eastern Asia,3,General cargo,6531.061,6.531060999999999
1980,5350,South-eastern Asia,4,Container ships,458.282,0.45828199999999997
1980,5350,South-eastern Asia,5,Other types of ships,608.319,0.6083189999999999
1980,5320,Southern Asia,0,Total fleet,12443.12,12.44312
1980,5320,Southern Asia,1,Oil tankers,3216.898,3.216898
1980,5320,Southern Asia,2,Bulk carriers,4640.944,4.640944
1980,5320,Southern Asia,3,General cargo,4339.646,4.339646
1980,5320,Southern Asia,5,Other types of ships,245.632,0.24563200000000002
1980,5340,Western Asia,0,Total fleet,15766.572,15.766572
1980,5340,Western Asia,1,Oil tankers,7861.528,7.861528
1980,5340,Western Asia,2,Bulk carriers,1599.486,1.5994860000000002
1980,5340,Western Asia,3,General cargo,5554.781,5.554781
1980,5340,Western Asia,4,Container ships,173.035,0.173035
1980,5340,Western Asia,5,Other types of ships,577.742,0.577742
1980,5400,Europe,0,Total fleet,291763.145,291.763145
1980,5400,Europe,1,Oil tankers,139341.171,139.341171
1980,5400,Europe,2,Bulk carriers,79028.377,79.02837699999999
1980,5400,Europe,3,General cargo,53018.243,53.018243000000005
1980,5400,Europe,4,Container ships,4750.387,4.750387
1980,5400,Europe,5,Other types of ships,15624.967,15.624967
1980,5410,Eastern Europe,0,Total fleet,34855.731,34.855731
1980,5410,Eastern Europe,1,Oil tankers,9568.632,9.568632
1980,5410,Eastern Europe,2,Bulk carriers,6684.924,6.684924
1980,5410,Eastern Europe,3,General cargo,12904.648,12.904648
1980,5410,Eastern Europe,4,Container ships,249.938,0.249938
1980,5410,Eastern Europe,5,Other types of ships,5447.589,5.447589
1980,5420,Northern Europe,0,Total fleet,105175.082,105.17508199999999
1980,5420,Northern Europe,1,Oil tankers,61407.439,61.407439
1980,5420,Northern Europe,2,Bulk carriers,25645.505,25.645505
1980,5420,Northern Europe,3,General cargo,9800.203,9.800203
1980,5420,Northern Europe,4,Container ships,2248.805,2.248805
1980,5420,Northern Europe,5,Other types of ships,6073.13,6.07313
1980,5430,Southern Europe,0,Total fleet,102100.256,102.10025599999999
1980,5430,Southern Europe,1,Oil tankers,41725.546,41.725546
1980,5430,Southern Europe,2,Bulk carriers,37594.326,37.594326
1980,5430,Southern Europe,3,General cargo,20711.451,20.711451
1980,5430,Southern Europe,4,Container ships,268.058,0.268058
1980,5430,Southern Europe,5,Other types of ships,1800.875,1.800875
1980,5440,Western Europe,0,Total fleet,49632.076,49.632076
1980,5440,Western Europe,1,Oil tankers,26639.554,26.639554
1980,5440,Western Europe,2,Bulk carriers,9103.622,9.103622
1980,5440,Western Europe,3,General cargo,9601.941,9.601941
1980,5440,Western Europe,4,Container ships,1983.586,1.983586
1980,5440,Western Europe,5,Other types of ships,2303.373,2.303373
1980,5500,Oceania,0,Total fleet,2930.519,2.930519
1980,5500,Oceania,1,Oil tankers,652.876,0.652876
1980,5500,Oceania,2,Bulk carriers,1459.792,1.459792
1980,5500,Oceania,3,General cargo,560.798,0.560798
1980,5500,Oceania,4,Container ships,130.448,0.130448
1980,5500,Oceania,5,Other types of ships,126.605,0.126605
1980,5520,Australia and New Zealand,0,Total fleet,2683.264,2.6832640000000003
1980,5520,Australia and New Zealand,1,Oil tankers,595.892,0.5958920000000001
1980,5520,Australia and New Zealand,2,Bulk carriers,1400.984,1.400984
1980,5520,Australia and New Zealand,3,General cargo,452.009,0.452009
1980,5520,Australia and New Zealand,4,Container ships,130.448,0.130448
1980,5520,Australia and New Zealand,5,Other types of ships,103.931,0.103931
1980,5510,Oceania excluding Australia and New Zealand,0,Total fleet,247.255,0.247255
1980,5510,Oceania excluding Australia and New Zealand,1,Oil tankers,56.984,0.056984
1980,5510,Oceania excluding Australia and New Zealand,2,Bulk carriers,58.808,0.058808
1980,5510,Oceania excluding Australia and New Zealand,3,General cargo,108.789,0.108789
1980,5510,Oceania excluding Australia and New Zealand,5,Other types of ships,22.674,0.022674
1980,008,Albania,0,Total fleet,78.949,0.07894899999999999
1980,008,Albania,3,General cargo,78.949,0.07894899999999999
1980,012,Algeria,0,Total fleet,1872.119,1.8721189999999999
1980,012,Algeria,1,Oil tankers,1177.697,1.177697
1980,012,Algeria,2,Bulk carriers,127.91,0.12791
1980,012,Algeria,3,General cargo,305.782,0.305782
1980,012,Algeria,5,Other types of ships,260.73,0.26073
1980,024,Angola,0,Total fleet,95.971,0.095971
1980,024,Angola,1,Oil tankers,3.0,0.003
1980,024,Angola,3,General cargo,91.932,0.091932
1980,024,Angola,5,Other types of ships,1.039,0.001039
1980,660,Anguilla,0,Total fleet,0.525,0.0005250000000000001
1980,660,Anguilla,3,General cargo,0.525,0.0005250000000000001
1980,028,Antigua and Barbuda,0,Total fleet,0.25,0.00025
1980,028,Antigua and Barbuda,3,General cargo,0.25,0.00025
1980,032,Argentina,0,Total fleet,3371.761,3.371761
1980,032,Argentina,1,Oil tankers,1200.44,1.20044
1980,032,Argentina,2,Bulk carriers,901.788,0.901788
1980,032,Argentina,3,General cargo,1118.641,1.118641
1980,032,Argentina,5,Other types of ships,150.892,0.150892
1980,036,Australia,0,Total fleet,2403.644,2.403644
1980,036,Australia,1,Oil tankers,512.649,0.512649
1980,036,Australia,2,Bulk carriers,1400.984,1.400984
1980,036,Australia,3,General cargo,314.201,0.314201
1980,036,Australia,4,Container ships,91.806,0.091806
1980,036,Australia,5,Other types of ships,84.004,0.08400400000000001
1980,040,Austria,0,Total fleet,126.89,0.12689
1980,040,Austria,2,Bulk carriers,62.824,0.062824
1980,040,Austria,3,General cargo,50.736,0.050735999999999996
1980,040,Austria,4,Container ships,13.33,0.01333
1980,044,Bahamas,0,Total fleet,165.05,0.16505
1980,044,Bahamas,1,Oil tankers,77.966,0.077966
1980,044,Bahamas,2,Bulk carriers,24.217,0.024217
1980,044,Bahamas,3,General cargo,58.997,0.058997
1980,044,Bahamas,5,Other types of ships,3.87,0.00387
1980,048,Bahrain,0,Total fleet,6.649,0.006649
1980,048,Bahrain,1,Oil tankers,1.3,0.0013
1980,048,Bahrain,3,General cargo,2.932,0.002932
1980,048,Bahrain,5,Other types of ships,2.417,0.002417
1980,050,Bangladesh,0,Total fleet,416.464,0.416464
1980,050,Bangladesh,1,Oil tankers,64.51,0.06451000000000001
1980,050,Bangladesh,2,Bulk carriers,93.026,0.093026
1980,050,Bangladesh,3,General cargo,248.218,0.248218
1980,050,Bangladesh,5,Other types of ships,10.71,0.01071
1980,052,Barbados,0,Total fleet,1.114,0.0011140000000000002
1980,052,Barbados,3,General cargo,1.05,0.0010500000000000002
1980,052,Barbados,5,Other types of ships,0.064,6.4e-05
1980,056,Belgium,0,Total fleet,2722.946,2.722946
1980,056,Belgium,1,Oil tankers,500.426,0.500426
1980,056,Belgium,2,Bulk carriers,1429.855,1.429855
1980,056,Belgium,3,General cargo,393.199,0.393199
1980,056,Belgium,4,Container ships,102.618,0.102618
1980,056,Belgium,5,Other types of ships,296.848,0.296848
1980,084,Belize,0,Total fleet,0.8,0.0008
1980,084,Belize,3,General cargo,0.8,0.0008
1980,204,Benin,0,Total fleet,4.799,0.004799
1980,204,Benin,3,General cargo,4.33,0.00433
1980,204,Benin,5,Other types of ships,0.469,0.00046899999999999996
1980,060,Bermuda,0,Total fleet,2926.105,2.926105
1980,060,Bermuda,1,Oil tankers,1608.928,1.6089280000000001
1980,060,Bermuda,2,Bulk carriers,938.017,0.9380170000000001
1980,060,Bermuda,3,General cargo,216.46,0.21646
1980,060,Bermuda,4,Container ships,16.063,0.016062999999999997
1980,060,Bermuda,5,Other types of ships,146.637,0.146637
1980,068,Bolivia (Plurinational State of),0,Total fleet,18.83,0.01883
1980,068,Bolivia (Plurinational State of),3,General cargo,18.83,0.01883
1980,076,Brazil,0,Total fleet,6656.923,6.656923
1980,076,Brazil,1,Oil tankers,2544.235,2.544235
1980,076,Brazil,2,Bulk carriers,2264.238,2.2642379999999998
1980,076,Brazil,3,General cargo,1665.837,1.665837
1980,076,Brazil,5,Other types of ships,182.613,0.182613
1980,092,British Virgin Islands,0,Total fleet,6.35,0.00635
1980,092,British Virgin Islands,3,General cargo,4.366,0.004366
1980,092,British Virgin Islands,5,Other types of ships,1.984,0.001984
1980,096,Brunei Darussalam,0,Total fleet,0.896,0.000896
1980,096,Brunei Darussalam,3,General cargo,0.4,0.0004
1980,096,Brunei Darussalam,5,Other types of ships,0.496,0.000496
1980,100,Bulgaria,0,Total fleet,1599.049,1.599049
1980,100,Bulgaria,1,Oil tankers,563.259,0.5632590000000001
1980,100,Bulgaria,2,Bulk carriers,525.19,0.52519
1980,100,Bulgaria,3,General cargo,439.769,0.439769
1980,100,Bulgaria,5,Other types of ships,70.831,0.070831
1980,132,Cabo Verde,0,Total fleet,11.896,0.011896
1980,132,Cabo Verde,1,Oil tankers,0.35,0.00035
1980,132,Cabo Verde,3,General cargo,9.804,0.009804
1980,132,Cabo Verde,5,Other types of ships,1.742,0.001742
1980,116,Cambodia,0,Total fleet,3.779,0.003779
1980,116,Cambodia,3,General cargo,1.458,0.0014579999999999999
1980,116,Cambodia,5,Other types of ships,2.321,0.002321
1980,120,Cameroon,0,Total fleet,43.184,0.043184
1980,120,Cameroon,3,General cargo,39.087,0.039087000000000004
1980,120,Cameroon,5,Other types of ships,4.097,0.004097000000000001
1980,124,Canada,0,Total fleet,900.786,0.900786
1980,124,Canada,1,Oil tankers,229.272,0.229272
1980,124,Canada,2,Bulk carriers,154.253,0.15425299999999997
1980,124,Canada,3,General cargo,86.851,0.086851
1980,124,Canada,4,Container ships,25.63,0.02563
1980,124,Canada,5,Other types of ships,404.78,0.40478
1980,136,Cayman Islands,0,Total fleet,341.439,0.34143900000000005
1980,136,Cayman Islands,1,Oil tankers,27.241,0.027241
1980,136,Cayman Islands,2,Bulk carriers,105.481,0.10548099999999999
1980,136,Cayman Islands,3,General cargo,195.897,0.195897
1980,136,Cayman Islands,4,Container ships,5.476,0.005476
1980,136,Cayman Islands,5,Other types of ships,7.344,0.007344000000000001
1980,152,Chile,0,Total fleet,831.82,0.83182
1980,152,Chile,1,Oil tankers,41.299,0.041299
1980,152,Chile,2,Bulk carriers,367.278,0.367278
1980,152,Chile,3,General cargo,405.315,0.405315
1980,152,Chile,5,Other types of ships,17.928,0.017928
1980,156,China,0,Total fleet,9509.087,9.509087
1980,156,China,1,Oil tankers,1823.616,1.823616
1980,156,China,2,Bulk carriers,2846.758,2.846758
1980,156,China,3,General cargo,4678.799,4.678799
1980,156,China,5,Other types of ships,159.914,0.159914
1980,344,"China, Hong Kong SAR",0,Total fleet,2240.327,2.240327
1980,344,"China, Hong Kong SAR",1,Oil tankers,224.337,0.22433699999999998
1980,344,"China, Hong Kong SAR",2,Bulk carriers,1563.1,1.5631
1980,344,"China, Hong Kong SAR",3,General cargo,198.314,0.198314
1980,344,"China, Hong Kong SAR",4,Container ships,244.017,0.24401699999999998
1980,344,"China, Hong Kong SAR",5,Other types of ships,10.559,0.010558999999999999
1980,170,Colombia,0,Total fleet,376.142,0.376142
1980,170,Colombia,1,Oil tankers,48.136,0.048136000000000005
1980,170,Colombia,3,General cargo,327.887,0.327887
1980,170,Colombia,5,Other types of ships,0.119,0.00011899999999999999
1980,174,Comoros,0,Total fleet,0.487,0.00048699999999999997
1980,174,Comoros,1,Oil tankers,0.059,5.9e-05
1980,174,Comoros,3,General cargo,0.428,0.000428
1980,178,Congo,0,Total fleet,10.833,0.010833
1980,178,Congo,5,Other types of ships,10.833,0.010833
1980,188,Costa Rica,0,Total fleet,17.9,0.0179
1980,188,Costa Rica,3,General cargo,12.92,0.01292
1980,188,Costa Rica,5,Other types of ships,4.98,0.00498
1980,384,Cote d'Ivoire,0,Total fleet,226.894,0.226894
1980,384,Cote d'Ivoire,3,General cargo,217.751,0.217751
1980,384,Cote d'Ivoire,5,Other types of ships,9.143,0.009143
1980,192,Cuba,0,Total fleet,1046.232,1.046232
1980,192,Cuba,1,Oil tankers,118.587,0.118587
1980,192,Cuba,2,Bulk carriers,74.683,0.07468300000000001
1980,192,Cuba,3,General cargo,700.719,0.7007190000000001
1980,192,Cuba,5,Other types of ships,152.243,0.152243
1980,196,Cyprus,0,Total fleet,3362.42,3.36242
1980,196,Cyprus,1,Oil tankers,406.408,0.406408
1980,196,Cyprus,2,Bulk carriers,301.773,0.301773
1980,196,Cyprus,3,General cargo,2603.137,2.6031370000000003
1980,196,Cyprus,4,Container ships,6.677,0.006677
1980,196,Cyprus,5,Other types of ships,44.425,0.044425
1980,200,Czechoslovakia,0,Total fleet,232.912,0.232912
1980,200,Czechoslovakia,2,Bulk carriers,164.382,0.164382
1980,200,Czechoslovakia,3,General cargo,68.53,0.06853000000000001
1980,408,Dem. People's Rep. of Korea,0,Total fleet,211.257,0.211257
1980,408,Dem. People's Rep. of Korea,1,Oil tankers,49.902,0.049902
1980,408,Dem. People's Rep. of Korea,2,Bulk carriers,33.505,0.033505
1980,408,Dem. People's Rep. of Korea,3,General cargo,98.934,0.098934
1980,408,Dem. People's Rep. of Korea,5,Other types of ships,28.916,0.028916
1980,180,Dem. Rep. of the Congo,0,Total fleet,132.276,0.132276
1980,180,Dem. Rep. of the Congo,3,General cargo,118.368,0.118368
1980,180,Dem. Rep. of the Congo,5,Other types of ships,13.908,0.013908
1980,278,Democratic Republic of Germany,0,Total fleet,1988.053,1.988053
1980,278,Democratic Republic of Germany,1,Oil tankers,424.416,0.424416
1980,278,Democratic Republic of Germany,2,Bulk carriers,405.177,0.405177
1980,278,Democratic Republic of Germany,3,General cargo,1017.714,1.017714
1980,278,Democratic Republic of Germany,5,Other types of ships,140.746,0.140746
1980,208,Denmark,0,Total fleet,8980.833,8.980833
1980,208,Denmark,1,Oil tankers,5652.636,5.652636
1980,208,Denmark,2,Bulk carriers,1127.05,1.1270499999999999
1980,208,Denmark,3,General cargo,1494.958,1.494958
1980,208,Denmark,4,Container ships,441.4,0.44139999999999996
1980,208,Denmark,5,Other types of ships,264.789,0.264789
1980,262,Djibouti,0,Total fleet,3.365,0.0033650000000000004
1980,262,Djibouti,3,General cargo,2.3,0.0023
1980,262,Djibouti,5,Other types of ships,1.065,0.001065
1980,212,Dominica,0,Total fleet,44.332,0.044332
1980,212,Dominica,1,Oil tankers,18.377,0.018376999999999998
1980,212,Dominica,2,Bulk carriers,0.5,0.0005
1980,212,Dominica,3,General cargo,20.545,0.020545
1980,212,Dominica,5,Other types of ships,4.91,0.00491
1980,214,Dominican Republic,0,Total fleet,42.911,0.042911000000000005
1980,214,Dominican Republic,1,Oil tankers,1.609,0.001609
1980,214,Dominican Republic,2,Bulk carriers,16.297,0.016297
1980,214,Dominican Republic,3,General cargo,25.005,0.025005
1980,218,Ecuador,0,Total fleet,306.807,0.306807
1980,218,Ecuador,1,Oil tankers,155.772,0.155772
1980,218,Ecuador,3,General cargo,146.342,0.146342
1980,218,Ecuador,5,Other types of ships,4.693,0.004692999999999999
1980,818,Egypt,0,Total fleet,692.891,0.6928909999999999
1980,818,Egypt,1,Oil tankers,232.515,0.232515
1980,818,Egypt,3,General cargo,417.927,0.41792700000000005
1980,818,Egypt,5,Other types of ships,42.449,0.042449
1980,222,El Salvador,0,Total fleet,3.303,0.003303
1980,222,El Salvador,3,General cargo,3.205,0.003205
1980,222,El Salvador,5,Other types of ships,0.098,9.800000000000001e-05
1980,226,Equatorial Guinea,0,Total fleet,6.594,0.006594
1980,226,Equatorial Guinea,3,General cargo,6.594,0.006594
1980,230,Ethiopia (...1991),0,Total fleet,32.493,0.032493
1980,230,Ethiopia (...1991),1,Oil tankers,2.98,0.00298
1980,230,Ethiopia (...1991),3,General cargo,29.313,0.029313
1980,230,Ethiopia (...1991),5,Other types of ships,0.2,0.0002
1980,238,Falkland Islands (Malvinas),0,Total fleet,4.383,0.004383
1980,238,Falkland Islands (Malvinas),3,General cargo,0.943,0.0009429999999999999
1980,238,Falkland Islands (Malvinas),5,Other types of ships,3.44,0.00344
1980,234,Faroe Islands,0,Total fleet,39.082,0.039082
1980,234,Faroe Islands,3,General cargo,20.344,0.020344
1980,234,Faroe Islands,5,Other types of ships,18.738,0.018738
1980,280,Federal Republic of Germany,0,Total fleet,13745.096,13.745096
1980,280,Federal Republic of Germany,1,Oil tankers,5545.182,5.545182
1980,280,Federal Republic of Germany,2,Bulk carriers,3058.461,3.058461
1980,280,Federal Republic of Germany,3,General cargo,3789.002,3.789002
1980,280,Federal Republic of Germany,4,Container ships,1026.107,1.0261069999999999
1980,280,Federal Republic of Germany,5,Other types of ships,326.344,0.32634399999999997
1980,242,Fiji,0,Total fleet,10.815,0.010815
1980,242,Fiji,1,Oil tankers,0.4,0.0004
1980,242,Fiji,3,General cargo,7.581,0.007581
1980,242,Fiji,5,Other types of ships,2.834,0.002834
1980,246,Finland,0,Total fleet,3845.184,3.845184
1980,246,Finland,1,Oil tankers,2238.353,2.238353
1980,246,Finland,2,Bulk carriers,848.842,0.848842
1980,246,Finland,3,General cargo,665.061,0.665061
1980,246,Finland,4,Container ships,4.761,0.0047610000000000005
1980,246,Finland,5,Other types of ships,88.167,0.088167
1980,250,France,0,Total fleet,20824.828,20.824828
1980,250,France,1,Oil tankers,15080.95,15.080950000000001
1980,250,France,2,Bulk carriers,2861.574,2.861574
1980,250,France,3,General cargo,1780.062,1.7800619999999998
1980,250,France,4,Container ships,413.876,0.41387599999999997
1980,250,France,5,Other types of ships,688.366,0.688366
1980,266,Gabon,0,Total fleet,143.062,0.14306200000000002
1980,266,Gabon,1,Oil tankers,141.158,0.14115799999999998
1980,266,Gabon,3,General cargo,0.62,0.00062
1980,266,Gabon,5,Other types of ships,1.284,0.001284
1980,270,Gambia,0,Total fleet,4.405,0.004405
1980,270,Gambia,3,General cargo,3.65,0.00365
1980,270,Gambia,5,Other types of ships,0.755,0.000755
1980,288,Ghana,0,Total fleet,226.848,0.22684800000000002
1980,288,Ghana,3,General cargo,196.857,0.196857
1980,288,Ghana,5,Other types of ships,29.991,0.029991
1980,292,Gibraltar,0,Total fleet,3.805,0.0038050000000000002
1980,292,Gibraltar,3,General cargo,3.205,0.003205
1980,292,Gibraltar,5,Other types of ships,0.6,0.0006
1980,300,Greece,0,Total fleet,63310.152,63.310152
1980,300,Greece,1,Oil tankers,21341.288,21.341288
1980,300,Greece,2,Bulk carriers,26287.656,26.287656
1980,300,Greece,3,General cargo,15243.222,15.243222
1980,300,Greece,4,Container ships,34.48,0.03448
1980,300,Greece,5,Other types of ships,403.506,0.403506
1980,308,Grenada,0,Total fleet,0.34,0.00034
1980,308,Grenada,5,Other types of ships,0.34,0.00034
1980,320,Guatemala,0,Total fleet,13.082,0.013082
1980,320,Guatemala,3,General cargo,13.082,0.013082
1980,324,Guinea,0,Total fleet,18.113,0.018113
1980,324,Guinea,2,Bulk carriers,15.29,0.01529
1980,324,Guinea,3,General cargo,0.182,0.000182
1980,324,Guinea,5,Other types of ships,2.641,0.002641
1980,624,Guinea-Bissau,0,Total fleet,0.02,2e-05
1980,624,Guinea-Bissau,3,General cargo,0.02,2e-05
1980,328,Guyana,0,Total fleet,15.484,0.015484
1980,328,Guyana,1,Oil tankers,1.745,0.001745
1980,328,Guyana,3,General cargo,9.277,0.009276999999999999
1980,328,Guyana,5,Other types of ships,4.462,0.004462
1980,332,Haiti,0,Total fleet,0.523,0.000523
1980,332,Haiti,3,General cargo,0.523,0.000523
1980,340,Honduras,0,Total fleet,227.047,0.227047
1980,340,Honduras,1,Oil tankers,3.948,0.003948
1980,340,Honduras,3,General cargo,214.984,0.214984
1980,340,Honduras,5,Other types of ships,8.115,0.008115
1980,348,Hungary,0,Total fleet,110.35,0.11034999999999999
1980,348,Hungary,3,General cargo,110.35,0.11034999999999999
1980,352,Iceland,0,Total fleet,165.212,0.165212
1980,352,Iceland,1,Oil tankers,2.629,0.002629
1980,352,Iceland,3,General cargo,122.75,0.12275
1980,352,Iceland,5,Other types of ships,39.833,0.039833
1980,356,India,0,Total fleet,9375.317,9.375316999999999
1980,356,India,1,Oil tankers,1998.377,1.9983769999999998
1980,356,India,2,Bulk carriers,4514.999,4.5149989999999995
1980,356,India,3,General cargo,2752.697,2.752697
1980,356,India,5,Other types of ships,109.244,0.109244
1980,960,Indonesia (...2002),0,Total fleet,1698.521,1.698521
1980,960,Indonesia (...2002),1,Oil tankers,171.647,0.171647
1980,960,Indonesia (...2002),2,Bulk carriers,109.517,0.10951699999999999
1980,960,Indonesia (...2002),3,General cargo,1267.585,1.267585
1980,960,Indonesia (...2002),5,Other types of ships,149.772,0.149772
1980,364,Iran (Islamic Republic of),0,Total fleet,1823.509,1.823509
1980,364,Iran (Islamic Republic of),1,Oil tankers,1116.238,1.116238
1980,364,Iran (Islamic Republic of),3,General cargo,591.26,0.59126
1980,364,Iran (Islamic Republic of),5,Other types of ships,116.011,0.11601099999999999
1980,368,Iraq,0,Total fleet,2367.726,2.367726
1980,368,Iraq,1,Oil tankers,2163.415,2.163415
1980,368,Iraq,3,General cargo,130.341,0.130341
1980,368,Iraq,5,Other types of ships,73.97,0.07397
1980,372,Ireland,0,Total fleet,237.693,0.23769300000000002
1980,372,Ireland,1,Oil tankers,8.547,0.008547
1980,372,Ireland,2,Bulk carriers,159.469,0.159469
1980,372,Ireland,3,General cargo,44.797,0.044797
1980,372,Ireland,4,Container ships,5.618,0.005618000000000001
1980,372,Ireland,5,Other types of ships,19.262,0.019262
1980,376,Israel,0,Total fleet,585.507,0.585507
1980,376,Israel,1,Oil tankers,0.642,0.000642
1980,376,Israel,2,Bulk carriers,331.79,0.33179000000000003
1980,376,Israel,3,General cargo,87.011,0.08701099999999999
1980,376,Israel,4,Container ships,164.815,0.164815
1980,376,Israel,5,Other types of ships,1.249,0.0012490000000000001
1980,380,Italy,0,Total fleet,19129.542,19.129542
1980,380,Italy,1,Oil tankers,9395.738,9.395738
