Year,Economy,Economy Label,ShipType,ShipType Label,Dead weight tons in thousands,DWT_million
1985,196,Cyprus,2,Bulk carriers,2910.888,2.910888
1985,196,Cyprus,3,General cargo,2522.722,2.5227220000000004
1985,196,Cyprus,4,Container ships,43.418,0.043418
1985,196,Cyprus,5,Other types of ships,120.339,0.120339
1985,200,Czechoslovakia,0,Total fleet,276.647,0.276647
1985,200,Czechoslovakia,2,Bulk carriers,165.649,0.165649
1985,200,Czechoslovakia,3,General cargo,110.998,0.110998
1985,408,Dem. People's Rep. of Korea,0,Total fleet,739.855,0.739855
1985,408,Dem. People's Rep. of Korea,1,Oil tankers,340.651,0.34065100000000004
1985,408,Dem. People's Rep. of Korea,2,Bulk carriers,95.796,0.095796
1985,408,Dem. People's Rep. of Korea,3,General cargo,271.66,0.27166
1985,408,Dem. People's Rep. of Korea,5,Other types of ships,31.748,0.031748
1985,180,Dem. Rep. of the Congo,0,Total fleet,121.416,0.121416
1985,180,Dem. Rep. of the Congo,3,General cargo,106.673,0.106673
1985,180,Dem. Rep. of the Congo,5,Other types of ships,14.743,0.014743000000000001
1985,278,Democratic Republic of Germany,0,Total fleet,1791.006,1.791006
1985,278,Democratic Republic of Germany,1,Oil tankers,54.807,0.054807
1985,278,Democratic Republic of Germany,2,Bulk carriers,507.333,0.507333
1985,278,Democratic Republic of Germany,3,General cargo,1083.338,1.083338
1985,278,Democratic Republic of Germany,5,Other types of ships,145.528,0.145528
1985,208,Denmark,0,Total fleet,7973.433,7.973433
1985,208,Denmark,1,Oil tankers,4564.123,4.5641229999999995
1985,208,Denmark,2,Bulk carriers,797.384,0.797384
1985,208,Denmark,3,General cargo,1197.264,1.1972639999999999
1985,208,Denmark,4,Container ships,1030.357,1.030357
1985,208,Denmark,5,Other types of ships,384.305,0.384305
1985,262,Djibouti,0,Total fleet,2.853,0.002853
1985,262,Djibouti,3,General cargo,2.3,0.0023
1985,262,Djibouti,5,Other types of ships,0.553,0.000553
1985,212,Dominica,0,Total fleet,1.243,0.0012430000000000002
1985,212,Dominica,3,General cargo,1.243,0.0012430000000000002
1985,214,Dominican Republic,0,Total fleet,57.971,0.057970999999999995
1985,214,Dominican Republic,1,Oil tankers,2.632,0.0026320000000000002
1985,214,Dominican Republic,2,Bulk carriers,16.04,0.01604
1985,214,Dominican Republic,3,General cargo,32.549,0.032549
1985,214,Dominican Republic,5,Other types of ships,6.75,0.00675
1985,218,Ecuador,0,Total fleet,578.805,0.5788049999999999
1985,218,Ecuador,1,Oil tankers,287.261,0.28726100000000004
1985,218,Ecuador,2,Bulk carriers,20.189,0.020189
1985,218,Ecuador,3,General cargo,249.035,0.249035
1985,218,Ecuador,5,Other types of ships,22.32,0.02232
1985,818,Egypt,0,Total fleet,1032.144,1.032144
1985,818,Egypt,1,Oil tankers,173.258,0.17325800000000002
1985,818,Egypt,2,Bulk carriers,204.406,0.204406
1985,818,Egypt,3,General cargo,591.461,0.591461
1985,818,Egypt,5,Other types of ships,63.019,0.06301899999999999
1985,222,El Salvador,0,Total fleet,3.318,0.003318
1985,222,El Salvador,5,Other types of ships,3.318,0.003318
1985,226,Equatorial Guinea,0,Total fleet,6.7,0.0067
1985,226,Equatorial Guinea,3,General cargo,6.7,0.0067
1985,230,Ethiopia (...1991),0,Total fleet,46.797,0.046797
1985,230,Ethiopia (...1991),1,Oil tankers,5.228,0.005228
1985,230,Ethiopia (...1991),3,General cargo,37.777,0.037777
1985,230,Ethiopia (...1991),5,Other types of ships,3.792,0.003792
1985,238,Falkland Islands (Malvinas),0,Total fleet,4.125,0.004125
1985,238,Falkland Islands (Malvinas),3,General cargo,0.63,0.00063
1985,238,Falkland Islands (Malvinas),5,Other types of ships,3.495,0.0034950000000000003
1985,234,Faroe Islands,0,Total fleet,67.497,0.067497
1985,234,Faroe Islands,1,Oil tankers,1.221,0.001221
1985,234,Faroe Islands,3,General cargo,30.978,0.030978000000000002
1985,234,Faroe Islands,5,Other types of ships,35.298,0.035298
1985,280,Federal Republic of Germany,0,Total fleet,9519.256,9.519255999999999
1985,280,Federal Republic of Germany,1,Oil tankers,3098.294,3.0982939999999997
1985,280,Federal Republic of Germany,2,Bulk carriers,1429.044,1.4290440000000002
1985,280,Federal Republic of Germany,3,General cargo,2812.725,2.812725
1985,280,Federal Republic of Germany,4,Container ships,1604.198,1.604198
1985,280,Federal Republic of Germany,5,Other types of ships,574.995,0.574995
1985,242,Fiji,0,Total fleet,27.754,0.027754
1985,242,Fiji,1,Oil tankers,7.473,0.007473
1985,242,Fiji,3,General cargo,13.288,0.013288
1985,242,Fiji,5,Other types of ships,6.993,0.006993
1985,246,Finland,0,Total fleet,3209.2,3.2091999999999996
1985,246,Finland,1,Oil tankers,1825.519,1.8255190000000001
1985,246,Finland,2,Bulk carriers,586.811,0.5868110000000001
1985,246,Finland,3,General cargo,658.952,0.658952
1985,246,Finland,4,Container ships,4.837,0.004837
1985,246,Finland,5,Other types of ships,133.081,0.13308099999999998
1985,250,France,0,Total fleet,15093.205,15.093205
1985,250,France,1,Oil tankers,9478.088,9.478088
1985,250,France,2,Bulk carriers,2904.299,2.904299
1985,250,France,3,General cargo,1368.67,1.36867
1985,250,France,4,Container ships,669.868,0.669868
1985,250,France,5,Other types of ships,672.28,0.67228
1985,266,Gabon,0,Total fleet,169.212,0.169212
1985,266,Gabon,1,Oil tankers,141.162,0.141162
1985,266,Gabon,3,General cargo,25.96,0.02596
1985,266,Gabon,5,Other types of ships,2.09,0.00209
1985,270,Gambia,0,Total fleet,4.223,0.004223
1985,270,Gambia,3,General cargo,2.9,0.0029
1985,270,Gambia,5,Other types of ships,1.323,0.001323
1985,288,Ghana,0,Total fleet,208.896,0.208896
1985,288,Ghana,3,General cargo,167.525,0.167525
1985,288,Ghana,5,Other types of ships,41.371,0.041371000000000005
1985,292,Gibraltar,0,Total fleet,448.93,0.44893
1985,292,Gibraltar,1,Oil tankers,266.934,0.266934
1985,292,Gibraltar,2,Bulk carriers,92.513,0.09251300000000001
1985,292,Gibraltar,3,General cargo,85.263,0.085263
1985,292,Gibraltar,5,Other types of ships,4.22,0.00422
1985,300,Greece,0,Total fleet,62236.552,62.236552
1985,300,Greece,1,Oil tankers,21704.585,21.704584999999998
1985,300,Greece,2,Bulk carriers,29666.891,29.666891
1985,300,Greece,3,General cargo,10076.66,10.07666
1985,300,Greece,4,Container ships,223.57,0.22357
1985,300,Greece,5,Other types of ships,564.846,0.564846
1985,308,Grenada,0,Total fleet,0.577,0.0005769999999999999
1985,308,Grenada,3,General cargo,0.435,0.000435
1985,308,Grenada,5,Other types of ships,0.142,0.00014199999999999998
1985,320,Guatemala,0,Total fleet,24.138,0.024138000000000003
1985,320,Guatemala,3,General cargo,24.138,0.024138000000000003
1985,324,Guinea,0,Total fleet,2.927,0.002927
1985,324,Guinea,3,General cargo,0.185,0.000185
1985,324,Guinea,5,Other types of ships,2.742,0.002742
1985,624,Guinea-Bissau,0,Total fleet,2.523,0.002523
1985,624,Guinea-Bissau,3,General cargo,1.02,0.00102
1985,624,Guinea-Bissau,5,Other types of ships,1.503,0.001503
1985,328,Guyana,0,Total fleet,22.377,0.022376999999999998
1985,328,Guyana,1,Oil tankers,0.955,0.000955
1985,328,Guyana,3,General cargo,14.95,0.01495
1985,328,Guyana,5,Other types of ships,6.472,0.006472
1985,332,Haiti,0,Total fleet,0.851,0.000851
1985,332,Haiti,3,General cargo,0.361,0.000361
1985,332,Haiti,5,Other types of ships,0.49,0.00049
1985,340,Honduras,0,Total fleet,390.304,0.390304
1985,340,Honduras,1,Oil tankers,89.985,0.089985
1985,340,Honduras,3,General cargo,284.513,0.28451299999999996
1985,340,Honduras,4,Container ships,4.066,0.004066
1985,340,Honduras,5,Other types of ships,11.74,0.01174
1985,348,Hungary,0,Total fleet,112.468,0.112468
1985,348,Hungary,3,General cargo,112.468,0.112468
1985,352,Iceland,0,Total fleet,165.927,0.165927
1985,352,Iceland,1,Oil tankers,2.651,0.0026509999999999997
1985,352,Iceland,3,General cargo,112.397,0.11239700000000001
1985,352,Iceland,5,Other types of ships,50.879,0.050879
1985,356,India,0,Total fleet,10368.343,10.368343000000001
1985,356,India,1,Oil tankers,2304.207,2.304207
1985,356,India,2,Bulk carriers,5319.442,5.3194420000000004
1985,356,India,3,General cargo,2577.933,2.577933
1985,356,India,4,Container ships,1.87,0.0018700000000000001
1985,356,India,5,Other types of ships,164.891,0.16489099999999998
1985,960,Indonesia (...2002),0,Total fleet,2627.275,2.627275
1985,960,Indonesia (...2002),1,Oil tankers,724.513,0.7245130000000001
1985,960,Indonesia (...2002),2,Bulk carriers,244.683,0.24468299999999998
1985,960,Indonesia (...2002),3,General cargo,1375.803,1.375803
1985,960,Indonesia (...2002),4,Container ships,74.13,0.07413
1985,960,Indonesia (...2002),5,Other types of ships,208.146,0.208146
1985,364,Iran (Islamic Republic of),0,Total fleet,3410.649,3.410649
1985,364,Iran (Islamic Republic of),1,Oil tankers,1729.836,1.729836
1985,364,Iran (Islamic Republic of),2,Bulk carriers,906.379,0.906379
1985,364,Iran (Islamic Republic of),3,General cargo,633.295,0.6332949999999999
1985,364,Iran (Islamic Republic of),5,Other types of ships,141.139,0.14113900000000001
1985,368,Iraq,0,Total fleet,1790.466,1.790466
1985,368,Iraq,1,Oil tankers,1471.583,1.471583
1985,368,Iraq,3,General cargo,211.903,0.21190299999999998
1985,368,Iraq,5,Other types of ships,106.98,0.10698
1985,372,Ireland,0,Total fleet,270.459,0.270459
1985,372,Ireland,1,Oil tankers,15.42,0.01542
1985,372,Ireland,2,Bulk carriers,153.542,0.153542
1985,372,Ireland,3,General cargo,55.519,0.055519
1985,372,Ireland,4,Container ships,23.413,0.023413
1985,372,Ireland,5,Other types of ships,22.565,0.022565
1985,376,Israel,0,Total fleet,677.45,0.67745
1985,376,Israel,1,Oil tankers,1.897,0.001897
1985,376,Israel,2,Bulk carriers,120.48,0.12048
1985,376,Israel,3,General cargo,186.377,0.18637700000000001
1985,376,Israel,4,Container ships,362.944,0.36294400000000004
1985,376,Israel,5,Other types of ships,5.752,0.005752
1985,380,Italy,0,Total fleet,14938.899,14.938899
1985,380,Italy,1,Oil tankers,6603.461,6.603461
1985,380,Italy,2,Bulk carriers,5995.88,5.9958800000000005
1985,380,Italy,3,General cargo,1222.859,1.222859
1985,380,Italy,4,Container ships,260.043,0.260043
1985,380,Italy,5,Other types of ships,856.656,0.856656
1985,388,Jamaica,0,Total fleet,12.878,0.012878
1985,388,Jamaica,3,General cargo,7.703,0.007703000000000001
1985,388,Jamaica,4,Container ships,5.11,0.00511
1985,388,Jamaica,5,Other types of ships,0.065,6.500000000000001e-05
1985,392,Japan,0,Total fleet,64624.307,64.624307
1985,392,Japan,1,Oil tankers,28754.171,28.754171
1985,392,Japan,2,Bulk carriers,23039.898,23.039898
1985,392,Japan,3,General cargo,6141.578,6.141578000000001
1985,392,Japan,4,Container ships,1697.144,1.697144
1985,392,Japan,5,Other types of ships,4991.516,4.991516
1985,400,Jordan,0,Total fleet,75.525,0.07552500000000001
1985,400,Jordan,2,Bulk carriers,43.832,0.043832
1985,400,Jordan,3,General cargo,31.693,0.031693
1985,404,Kenya,0,Total fleet,3.672,0.0036720000000000004
1985,404,Kenya,3,General cargo,1.59,0.00159
1985,404,Kenya,5,Other types of ships,2.082,0.0020819999999999996
1985,296,Kiribati,0,Total fleet,1.832,0.001832
1985,296,Kiribati,3,General cargo,1.47,0.00147
1985,296,Kiribati,5,Other types of ships,0.362,0.00036199999999999996
1985,414,Kuwait,0,Total fleet,3879.889,3.879889
1985,414,Kuwait,1,Oil tankers,2498.15,2.49815
1985,414,Kuwait,3,General cargo,620.834,0.620834
1985,414,Kuwait,4,Container ships,271.168,0.271168
1985,414,Kuwait,5,Other types of ships,489.737,0.48973700000000003
1985,422,Lebanon,0,Total fleet,696.676,0.6966760000000001
1985,422,Lebanon,1,Oil tankers,23.246,0.023246
1985,422,Lebanon,2,Bulk carriers,112.047,0.112047
1985,422,Lebanon,3,General cargo,465.895,0.465895
1985,422,Lebanon,4,Container ships,1.543,0.0015429999999999999
1985,422,Lebanon,5,Other types of ships,93.945,0.09394499999999999
1985,430,Liberia,0,Total fleet,121394.635,121.394635
1985,430,Liberia,1,Oil tankers,71934.662,71.934662
1985,430,Liberia,2,Bulk carriers,41162.569,41.162569000000005
1985,430,Liberia,3,General cargo,3782.518,3.782518
1985,430,Liberia,4,Container ships,617.303,0.617303
1985,430,Liberia,5,Other types of ships,3897.583,3.897583
1985,434,Libya,0,Total fleet,1514.077,1.514077
1985,434,Libya,1,Oil tankers,1409.288,1.409288
1985,434,Libya,3,General cargo,82.074,0.082074
1985,434,Libya,5,Other types of ships,22.715,0.022715
1985,450,Madagascar,0,Total fleet,106.782,0.106782
1985,450,Madagascar,1,Oil tankers,13.487,0.013487
1985,450,Madagascar,3,General cargo,86.713,0.086713
1985,450,Madagascar,5,Other types of ships,6.582,0.006582
1985,454,Malawi,0,Total fleet,0.4,0.0004
1985,454,Malawi,1,Oil tankers,0.3,0.0003
1985,454,Malawi,5,Other types of ships,0.1,0.0001
1985,458,Malaysia,0,Total fleet,2409.607,2.409607
1985,458,Malaysia,1,Oil tankers,364.502,0.364502
1985,458,Malaysia,2,Bulk carriers,762.824,0.762824
1985,458,Malaysia,3,General cargo,590.269,0.590269
1985,458,Malaysia,4,Container ships,214.02,0.21402000000000002
1985,458,Malaysia,5,Other types of ships,477.992,0.47799200000000003
1985,462,Maldives,0,Total fleet,204.124,0.204124
1985,462,Maldives,1,Oil tankers,1.981,0.001981
1985,462,Maldives,2,Bulk carriers,86.359,0.08635899999999999
1985,462,Maldives,3,General cargo,113.273,0.113273
1985,462,Maldives,5,Other types of ships,2.511,0.002511
1985,470,Malta,0,Total fleet,2102.016,2.102016
1985,470,Malta,1,Oil tankers,131.214,0.131214
1985,470,Malta,2,Bulk carriers,1042.092,1.042092
1985,470,Malta,3,General cargo,925.249,0.925249
1985,470,Malta,5,Other types of ships,3.461,0.0034609999999999997
1985,478,Mauritania,0,Total fleet,7.094,0.0070940000000000005
1985,478,Mauritania,3,General cargo,2.685,0.002685
1985,478,Mauritania,5,Other types of ships,4.409,0.004409
1985,480,Mauritius,0,Total fleet,57.455,0.057455
1985,480,Mauritius,2,Bulk carriers,29.321,0.029321
1985,480,Mauritius,3,General cargo,24.978,0.024978
1985,480,Mauritius,5,Other types of ships,3.156,0.003156
1985,484,Mexico,0,Total fleet,2146.277,2.146277
1985,484,Mexico,1,Oil tankers,1142.7,1.1427
1985,484,Mexico,2,Bulk carriers,355.157,0.355157
1985,484,Mexico,3,General cargo,237.64,0.23764
1985,484,Mexico,5,Other types of ships,410.78,0.41078
1985,492,Monaco,0,Total fleet,4.959,0.004959
1985,492,Monaco,1,Oil tankers,4.959,0.004959
1985,500,Montserrat,0,Total fleet,1.016,0.001016
1985,500,Montserrat,3,General cargo,1.016,0.001016
1985,504,Morocco,0,Total fleet,641.229,0.641229
1985,504,Morocco,1,Oil tankers,111.05,0.11105
1985,504,Morocco,2,Bulk carriers,174.643,0.174643
1985,504,Morocco,3,General cargo,117.53,0.11753
1985,504,Morocco,5,Other types of ships,238.006,0.238006
1985,508,Mozambique,0,Total fleet,45.822,0.045822
1985,508,Mozambique,1,Oil tankers,10.619,0.010619
1985,508,Mozambique,3,General cargo,27.043,0.027042999999999998
1985,508,Mozambique,5,Other types of ships,8.16,0.00816
1985,104,Myanmar,0,Total fleet,128.316,0.128316
1985,104,Myanmar,1,Oil tankers,3.588,0.003588
1985,104,Myanmar,3,General cargo,113.544,0.11354399999999999
1985,104,Myanmar,5,Other types of ships,11.184,0.011184
1985,520,Nauru,0,Total fleet,93.391,0.093391
1985,520,Nauru,2,Bulk carriers,59.321,0.059321
1985,520,Nauru,3,General cargo,33.557,0.033557000000000003
1985,520,Nauru,5,Other types of ships,0.513,0.000513
1985,528,Netherlands (Kingdom of the),0,Total fleet,6653.523,6.653523
1985,528,Netherlands (Kingdom of the),1,Oil tankers,2127.312,2.127312
1985,528,Netherlands (Kingdom of the),2,Bulk carriers,1332.556,1.332556
1985,528,Netherlands (Kingdom of the),3,General cargo,1967.797,1.967797
1985,528,Netherlands (Kingdom of the),4,Container ships,536.373,0.5363730000000001
1985,528,Netherlands (Kingdom of the),5,Other types of ships,689.485,0.689485
1985,554,New Zealand,0,Total fleet,305.898,0.305898
1985,554,New Zealand,1,Oil tankers,116.67,0.11667
1985,554,New Zealand,3,General cargo,97.246,0.097246
1985,554,New Zealand,4,Container ships,47.119,0.047119
1985,554,New Zealand,5,Other types of ships,44.863,0.044863
1985,558,Nicaragua,0,Total fleet,27.304,0.027304
1985,558,Nicaragua,1,Oil tankers,7.447,0.0074470000000000005
1985,558,Nicaragua,3,General cargo,19.857,0.019857
1985,566,Nigeria,0,Total fleet,609.74,0.6097400000000001
1985,566,Nigeria,1,Oil tankers,302.071,0.30207100000000003
1985,566,Nigeria,3,General cargo,287.688,0.287688
1985,566,Nigeria,5,Other types of ships,19.981,0.019981000000000002
1985,578,Norway,0,Total fleet,30604.843,30.604843000000002
1985,578,Norway,1,Oil tankers,17233.977,17.233977
1985,578,Norway,2,Bulk carriers,8828.52,8.828520000000001
1985,578,Norway,3,General cargo,1461.799,1.461799
1985,578,Norway,4,Container ships,36.662,0.036662
1985,578,Norway,5,Other types of ships,3043.885,3.0438850000000004
1985,512,Oman,0,Total fleet,12.129,0.012129
1985,512,Oman,1,Oil tankers,0.542,0.0005420000000000001
1985,512,Oman,3,General cargo,5.65,0.0056500000000000005
1985,512,Oman,5,Other types of ships,5.937,0.0059370000000000004
1985,586,Pakistan,0,Total fleet,733.519,0.733519
1985,586,Pakistan,1,Oil tankers,89.937,0.089937
1985,586,Pakistan,2,Bulk carriers,17.527,0.017527
1985,586,Pakistan,3,General cargo,615.92,0.6159199999999999
1985,586,Pakistan,5,Other types of ships,10.135,0.010135
1985,591,Panama,0,Total fleet,62068.888,62.068888
1985,591,Panama,1,Oil tankers,16108.576,16.108576
1985,591,Panama,2,Bulk carriers,25897.474,25.897474
1985,591,Panama,3,General cargo,15528.894,15.528894000000001
1985,591,Panama,4,Container ships,1441.878,1.441878
1985,591,Panama,5,Other types of ships,3092.066,3.092066
1985,598,Papua New Guinea,0,Total fleet,29.906,0.029906
1985,598,Papua New Guinea,1,Oil tankers,3.581,0.003581
1985,598,Papua New Guinea,3,General cargo,15.293,0.015293
1985,598,Papua New Guinea,5,Other types of ships,11.032,0.011032
1985,600,Paraguay,0,Total fleet,44.298,0.044298000000000004
1985,600,Paraguay,1,Oil tankers,3.88,0.0038799999999999998
1985,600,Paraguay,3,General cargo,37.84,0.037840000000000006
1985,600,Paraguay,5,Other types of ships,2.578,0.002578
1985,604,Peru,0,Total fleet,1045.912,1.045912
1985,604,Peru,1,Oil tankers,289.836,0.28983600000000004
1985,604,Peru,2,Bulk carriers,312.798,0.312798
1985,604,Peru,3,General cargo,364.299,0.364299
1985,604,Peru,5,Other types of ships,78.979,0.078979
1985,608,Philippines,0,Total fleet,5525.609,5.525609
1985,608,Philippines,1,Oil tankers,1066.164,1.066164
1985,608,Philippines,2,Bulk carriers,2781.426,2.7814259999999997
1985,608,Philippines,3,General cargo,1429.543,1.4295429999999998
1985,608,Philippines,4,Container ships,17.48,0.01748
1985,608,Philippines,5,Other types of ships,230.996,0.230996
1985,616,Poland,0,Total fleet,4304.116,4.304116
1985,616,Poland,1,Oil tankers,407.488,0.407488
1985,616,Poland,2,Bulk carriers,1969.267,1.969267
1985,616,Poland,3,General cargo,1686.634,1.686634
1985,616,Poland,5,Other types of ships,240.727,0.240727
1985,620,Portugal,0,Total fleet,2684.923,2.684923
1985,620,Portugal,1,Oil tankers,2038.498,2.038498
1985,620,Portugal,2,Bulk carriers,225.845,0.225845
1985,620,Portugal,3,General cargo,311.911,0.311911
1985,620,Portugal,4,Container ships,11.896,0.011896
1985,620,Portugal,5,Other types of ships,96.773,0.096773
1985,634,Qatar,0,Total fleet,482.172,0.48217200000000005
1985,634,Qatar,1,Oil tankers,144.019,0.144019
1985,634,Qatar,3,General cargo,219.035,0.219035
1985,634,Qatar,4,Container ships,95.523,0.095523
1985,634,Qatar,5,Other types of ships,23.595,0.023594999999999998
1985,410,Republic of Korea,0,Total fleet,11211.472,11.211472
1985,410,Republic of Korea,1,Oil tankers,2053.538,2.053538
1985,410,Republic of Korea,2,Bulk carriers,6805.358,6.805358
1985,410,Republic of Korea,3,General cargo,1579.023,1.5790229999999998
1985,410,Republic of Korea,4,Container ships,329.167,0.329167
1985,410,Republic of Korea,5,Other types of ships,444.386,0.444386
1985,642,Romania,0,Total fleet,3931.543,3.931543
1985,642,Romania,1,Oil tankers,536.113,0.5361130000000001
1985,642,Romania,2,Bulk carriers,2054.059,2.054059
1985,642,Romania,3,General cargo,1148.43,1.14843
1985,642,Romania,5,Other types of ships,192.941,0.192941
1985,654,Saint Helena,0,Total fleet,2.264,0.002264
1985,654,Saint Helena,5,Other types of ships,2.264,0.002264
1985,659,Saint Kitts and Nevis,0,Total fleet,0.459,0.00045900000000000004
1985,659,Saint Kitts and Nevis,3,General cargo,0.368,0.000368
1985,659,Saint Kitts and Nevis,5,Other types of ships,0.091,9.1e-05
1985,662,Saint Lucia,0,Total fleet,3.732,0.003732
1985,662,Saint Lucia,3,General cargo,3.732,0.003732
1985,670,Saint Vincent and the Grenadines,0,Total fleet,154.762,0.154762
1985,670,Saint Vincent and the Grenadines,1,Oil tankers,7.849,0.007849
1985,670,Saint Vincent and the Grenadines,2,Bulk carriers,124.145,0.12414499999999999
1985,670,Saint Vincent and the Grenadines,3,General cargo,21.931,0.021931000000000003
1985,670,Saint Vincent and the Grenadines,5,Other types of ships,0.837,0.000837
1985,882,Samoa,0,Total fleet,35.293,0.035293
1985,882,Samoa,3,General cargo,34.867,0.034866999999999995
1985,882,Samoa,5,Other types of ships,0.426,0.000426
1985,678,Sao Tome and Principe,0,Total fleet,0.992,0.000992
1985,678,Sao Tome and Principe,5,Other types of ships,0.992,0.000992
1985,682,Saudi Arabia,0,Total fleet,6475.117,6.475117
1985,682,Saudi Arabia,1,Oil tankers,3744.1,3.7441
1985,682,Saudi Arabia,2,Bulk carriers,768.268,0.7682680000000001
1985,682,Saudi Arabia,3,General cargo,1191.492,1.191492
1985,682,Saudi Arabia,4,Container ships,99.362,0.09936199999999999
1985,682,Saudi Arabia,5,Other types of ships,671.895,0.671895
1985,686,Senegal,0,Total fleet,33.583,0.033583
1985,686,Senegal,1,Oil tankers,4.97,0.00497
1985,686,Senegal,3,General cargo,14.916,0.014916
1985,686,Senegal,5,Other types of ships,13.697,0.013696999999999999
1985,690,Seychelles,0,Total fleet,0.321,0.000321
1985,690,Seychelles,5,Other types of ships,0.321,0.000321
1985,694,Sierra Leone,0,Total fleet,1.324,0.001324
1985,694,Sierra Leone,5,Other types of ships,1.324,0.001324
1985,702,Singapore,0,Total fleet,11038.251,11.038251
1985,702,Singapore,1,Oil tankers,4055.703,4.055703
1985,702,Singapore,2,Bulk carriers,3719.249,3.7192489999999996
1985,702,Singapore,3,General cargo,2087.749,2.0877489999999996
1985,702,Singapore,4,Container ships,864.97,0.86497
1985,702,Singapore,5,Other types of ships,310.58,0.31057999999999997
1985,090,Solomon Islands,0,Total fleet,4.552,0.004552
1985,090,Solomon Islands,3,General cargo,2.638,0.0026379999999999997
1985,090,Solomon Islands,5,Other types of ships,1.914,0.001914
1985,706,Somalia,0,Total fleet,29.291,0.029291
1985,706,Somalia,3,General cargo,24.886,0.024886
1985,706,Somalia,5,Other types of ships,4.405,0.004405
1985,710,South Africa,0,Total fleet,790.707,0.790707
1985,710,South Africa,1,Oil tankers,62.571,0.062571
1985,710,South Africa,2,Bulk carriers,280.023,0.280023
1985,710,South Africa,3,General cargo,99.0,0.099
1985,710,South Africa,4,Container ships,274.454,0.27445400000000003
1985,710,South Africa,5,Other types of ships,74.659,0.074659
1985,724,Spain,0,Total fleet,12122.088,12.122088
1985,724,Spain,1,Oil tankers,7309.896,7.309896
1985,724,Spain,2,Bulk carriers,2293.638,2.293638
1985,724,Spain,3,General cargo,1668.889,1.6688889999999998
1985,724,Spain,4,Container ships,188.293,0.18829300000000002
1985,724,Spain,5,Other types of ships,661.372,0.661372
1985,144,Sri Lanka,0,Total fleet,1203.057,1.203057
1985,144,Sri Lanka,1,Oil tankers,342.554,0.34255399999999997
1985,144,Sri Lanka,2,Bulk carriers,512.326,0.5123260000000001
1985,144,Sri Lanka,3,General cargo,344.655,0.344655
1985,144,Sri Lanka,5,Other types of ships,3.522,0.003522
1985,736,Sudan (...2011),0,Total fleet,128.223,0.128223
1985,736,Sudan (...2011),3,General cargo,127.451,0.12745099999999998
1985,736,Sudan (...2011),5,Other types of ships,0.772,0.000772
1985,740,Suriname,0,Total fleet,19.187,0.019187000000000003
1985,740,Suriname,1,Oil tankers,0.36,0.00035999999999999997
1985,740,Suriname,3,General cargo,16.286,0.016286000000000002
1985,740,Suriname,4,Container ships,1.771,0.001771
1985,740,Suriname,5,Other types of ships,0.77,0.0007700000000000001
1985,752,Sweden,0,Total fleet,5195.995,5.195995
1985,752,Sweden,1,Oil tankers,2628.033,2.628033
1985,752,Sweden,2,Bulk carriers,707.643,0.707643
1985,752,Sweden,3,General cargo,1157.835,1.157835
1985,752,Sweden,4,Container ships,91.666,0.091666
1985,752,Sweden,5,Other types of ships,610.818,0.610818
1985,756,Switzerland,0,Total fleet,487.358,0.487358
1985,756,Switzerland,2,Bulk carriers,321.883,0.321883
1985,756,Switzerland,3,General cargo,146.796,0.14679599999999998
1985,756,Switzerland,5,Other types of ships,18.679,0.018678999999999998
1985,760,Syrian Arab Republic,0,Total fleet,81.871,0.081871
1985,760,Syrian Arab Republic,3,General cargo,80.962,0.080962
1985,760,Syrian Arab Republic,5,Other types of ships,0.909,0.000909
1985,764,Thailand,0,Total fleet,759.136,0.7591359999999999
1985,764,Thailand,1,Oil tankers,245.044,0.245044
1985,764,Thailand,2,Bulk carriers,20.18,0.02018
1985,764,Thailand,3,General cargo,430.503,0.43050299999999997
1985,764,Thailand,4,Container ships,16.006,0.016006
1985,764,Thailand,5,Other types of ships,47.403,0.047403
1985,768,Togo,0,Total fleet,43.199,0.043199
1985,768,Togo,3,General cargo,42.64,0.04264
1985,768,Togo,5,Other types of ships,0.559,0.000559
1985,776,Tonga,0,Total fleet,21.168,0.021168
1985,776,Tonga,3,General cargo,18.51,0.018510000000000002
1985,776,Tonga,5,Other types of ships,2.658,0.0026579999999999998
1985,780,Trinidad and Tobago,0,Total fleet,12.376,0.012376
1985,780,Trinidad and Tobago,3,General cargo,4.616,0.0046159999999999994
1985,780,Trinidad and Tobago,5,Other types of ships,7.76,0.0077599999999999995
1985,788,Tunisia,0,Total fleet,449.511,0.44951100000000005
1985,788,Tunisia,1,Oil tankers,259.35,0.25935
1985,788,Tunisia,2,Bulk carriers,58.572,0.058572000000000006
1985,788,Tunisia,3,General cargo,60.223,0.060223
1985,788,Tunisia,5,Other types of ships,71.366,0.071366
1985,792,Turkiye,0,Total fleet,5174.046,5.174046000000001
1985,792,Turkiye,1,Oil tankers,2162.307,2.1623069999999998
1985,792,Turkiye,2,Bulk carriers,1824.476,1.8244760000000002
1985,792,Turkiye,3,General cargo,1099.082,1.0990820000000001
1985,792,Turkiye,5,Other types of ships,88.181,0.088181
1985,796,Turks and Caicos Islands,0,Total fleet,3.31,0.00331
1985,796,Turks and Caicos Islands,1,Oil tankers,1.45,0.00145
1985,796,Turks and Caicos Islands,3,General cargo,1.86,0.00186
1985,798,Tuvalu,0,Total fleet,0.458,0.000458
1985,798,Tuvalu,3,General cargo,0.25,0.00025
1985,798,Tuvalu,5,Other types of ships,0.208,0.000208
